portador,tren,estacion,llegada,salida
FEPASA,50054,COIGÜE,10:15,
FEPASA,50054,COIGÜE,10:35,
FEPASA,50055,COIGÜE,0:01,
FEPASA,50054,Santa,10:56,
FEPASA,50055,Santa,0:15,
FEPASA,50054,Diuquín,11:23,
FEPASA,50055,Diuquín,0:19,
FEPASA,50054,Laja,11:42,
FEPASA,50054,Laja,12:15,
FEPASA,50055,Hualqui,0:30,
FEPASA,50054,SAN ROSENDO,12:23,
FEPASA,50055,SAN ROSENDO,0:45,
FEPASA,50055,Unihue,0:57,
FEPASA,50054,Buenuraqui,12:40,
FEPASA,50055,Buenuraqui,1:07,
FEPASA,50054,Gomero,12:52,
FEPASA,50055,Gomero,1:19,
FEPASA,50054,Talcamávida,13:05,
FEPASA,50055,Talcamávida,1:30,
FEPASA,50054,Unihue,13:15,
FEPASA,50054,Unihue,13:22,
FEPASA,50055,Unihue,1:47,
FEPASA,50054,Quilacoya,13:34,
FEPASA,60511,Quilacoya,1:57,
FEPASA,50055,Quilacoya,2:55,
FEPASA,50054,Hualqui,13:49,
FEPASA,50055,Hualqui,3:14,
FEPASA,50054,Leonera,14:00,
FEPASA,50054,Leonera,14:35,
FEPASA,50055,Leonera,3:41,
FEPASA,60511,COIGÜE,4:02,
FEPASA,50055,COIGÜE,4:22,
FEPASA,50054,Chiguayante,14:41,
FEPASA,60511,NACIMIENTO,4:42,
FEPASA,50054,CONCEPCIÓN,14:55,
FEPASA,50054,ARENAL,15:20,
FEPASA,50054,LEONERA,14:20,
FEPASA,50055,LEONERA,22:40,
FEPASA,50054,Chiguayante,14:26,
FEPASA,50055,Chiguayante,22:46,
FEPASA,50055,Escuadrón,22:52,
FEPASA,50054,CONCEPCIÓN,14:40,
FEPASA,50055,CONCEPCIÓN,23:01,
FEPASA,50055,Boca Sur,23:06,
FEPASA,50054,Biobío,14:51,
FEPASA,60511,BIOBÍO,23:11,
FEPASA,50054,Boca Sur,14:57,
FEPASA,50054,Lomas Coloradas,15:03,
FEPASA,50054,Escuadrón,15:13,
FEPASA,50054,Lagunillas,15:20,
FEPASA,50054,CORONEL,15:27,
FEPASA,50454,LEONERA,14:20,
FEPASA,50455,LEONERA,22:25,
FEPASA,50454,Chiguayante,14:26,
FEPASA,50455,Chiguayante,22:41,
FEPASA,50455,Cosmito,22:55,
FEPASA,50454,CONCEPCIÓN,14:42,
FEPASA,50455,CONCEPCIÓN,23:18,
FEPASA,50454,Cosmito,15:05,
FEPASA,50454,Playa Negra,15:19,
FEPASA,50055,Playa Negra,23:28,
FEPASA,50054,LIRQUÉN,15:35,
FEPASA,50454,ARENAL,12:50,
FEPASA,50455,ARENAL,22:50,
FEPASA,50454,CONCEPCIÓN,13:08,
FEPASA,50455,CONCEPCIÓN,23:13,
FEPASA,50454,Chiguayante,13:19,
FEPASA,50055,Chiguayante,23:23,
FEPASA,50054,LEONERA,13:23,
FEPASA,50455,BIOBÍO,0:00,
FEPASA,50455,CONCEPCIÓN,0:10,
FEPASA,50055,ARENAL,0:28,
FEPASA,50056,MININCO,17:00,
FEPASA,50057,MININCO,5:50,
FEPASA,50056,Renaico,17:36,
FEPASA,50057,Renaico,6:14,
FEPASA,50056,COIGÜE,18:02,
FEPASA,50056,COIGÜE,18:35,
FEPASA,50057,COIGÜE,6:28,
FEPASA,50057,Leonera,6:32,
FEPASA,50056,Santa,18:56,
FEPASA,50052,Santa,6:43,
FEPASA,50057,Santa,6:56,
FEPASA,50056,Diuquín,19:23,
FEPASA,50056,Laja,19:42,
FEPASA,50057,Laja,7:11,
FEPASA,50052,Unihue,7:23,
FEPASA,50057,Unihue,7:34,
FEPASA,50056,SAN ROSENDO,19:50,
FEPASA,50056,SAN ROSENDO,20:55,
FEPASA,50057,Talcamávida,7:44,
FEPASA,50056,Buenuraqui,21:12,
FEPASA,50057,Buenuraqui,7:56,
FEPASA,50057,Buenuraqui,8:07,
FEPASA,50056,Gomero,21:24,
FEPASA,50056,Talcamávida,21:37,
FEPASA,50057,Talcamávida,8:24,
FEPASA,50056,Unihue,21:47,
FEPASA,50052,Unihue,8:34,
FEPASA,50057,Unihue,8:50,
FEPASA,50056,Quilacoya,21:59,
FEPASA,50056,Quilacoya,22:07,
FEPASA,50057,Diuquín,9:09,
FEPASA,50056,Hualqui,22:22,
FEPASA,50056,Hualqui,22:37,
FEPASA,50057,Hualqui,9:36,
FEPASA,50056,Leonera,22:48,
FEPASA,50057,Leonera,9:57,
FEPASA,50056,Chiguayante,22:54,
FEPASA,50057,Renaico,10:23,
FEPASA,50056,CONCEPCIÓN,23:08,
FEPASA,50052,MININCO,11:00,
FEPASA,50056,ARENAL,23:33,
FEPASA,50057,CONCEPCIÓN,5:20,
FEPASA,50056,Biobío,23:18,
FEPASA,50057,Biobío,5:26,
FEPASA,50056,Boca Sur,23:23,
FEPASA,50057,Boca Sur,5:32,
FEPASA,50056,Lomas Coloradas,23:28,
FEPASA,50057,Lomas Coloradas,5:41,
FEPASA,50056,Escuadrón,23:37,
FEPASA,50057,Escuadrón,5:46,
FEPASA,50056,Lagunillas,23:43,
FEPASA,50057,Lagunillas,5:51,
FEPASA,50056,CORONEL,23:49,
FEPASA,50052,CORONEL,6:01,
FEPASA,50455,CONCEPCIÓN,23:25,
FEPASA,50457,CONCEPCIÓN,5:12,
FEPASA,50455,Cosmito,23:50,
FEPASA,50457,Cosmito,5:28,
FEPASA,50455,Playa Negra,0:04,
FEPASA,50457,Cosmito,5:42,
FEPASA,50456,LIRQUÉN,0:20,
FEPASA,50057,CONCEPCIÓN,6:05,
FEPASA,50083,COLLIPULLI,3:02,
FEPASA,50075,COLLIPULLI,8:03,
FEPASA,50073,COLLIPULLI,23:15,
FEPASA,50083,Ercilla,3:29,
FEPASA,50075,Ercilla,8:28,
FEPASA,50073,Ercilla,23:40,
FEPASA,50083,Inspector Fernández,4:03,
FEPASA,50075,Inspector Fernández,9:00,
FEPASA,50073,Inspector Fernández,0:12,
FEPASA,50083,VICTORIA,4:13,
FEPASA,50075,VICTORIA,9:10,
FEPASA,50073,VICTORIA,0:22,
FEPASA,50083,VICTORIA,1:05,
FEPASA,50075,VICTORIA,5:28,
FEPASA,50073,VICTORIA,21:25,
FEPASA,50083,Inspector Fernández,1:15,
FEPASA,50075,Inspector Fernández,5:38,
FEPASA,50073,Inspector Fernández,21:35,
FEPASA,50083,Ercilla,1:53,
FEPASA,50075,Ercilla,6:12,
FEPASA,50073,Ercilla,22:09,
FEPASA,50083,COLLIPULLI,2:27,
FEPASA,50075,COLLIPULLI,6:39,
FEPASA,50073,COLLIPULLI,22:36,
TRANSAP,60500,Aserr. Arauco (desv.),7:10,
TRANSAP,60502,Aserr. Arauco (desv.),22:00,
TRANSAP,60500,Lanco,7:29,
TRANSAP,60502,Lanco,22:19,
TRANSAP,60500,Loncoche,7:54,
TRANSAP,60502,Loncoche,22:44,
TRANSAP,60500,Lastarria,8:28,
TRANSAP,60502,Lastarria,23:18,
TRANSAP,50083,Gorbea,8:53,
TRANSAP,60500,Gorbea,9:45,
TRANSAP,60501,Gorbea,23:43,
TRANSAP,60502,Gorbea,0:10,
TRANSAP,60500,Pitrufquén,10:06,
TRANSAP,60502,Pitrufquén,0:31,
TRANSAP,60500,Freire,10:14,
TRANSAP,60502,Freire,0:39,
TRANSAP,60500,Quepe,10:30,
TRANSAP,60502,Quepe,0:55,
TRANSAP,60500,Metrenco,10:38,
TRANSAP,60502,Metrenco,1:03,
TRANSAP,50083,TEMUCO,11:02,
TRANSAP,60500,TEMUCO,11:07,
TRANSAP,60502,TEMUCO,1:27,
TRANSAP,60500,Cajón,11:23,
TRANSAP,60502,Cajón,1:43,
TRANSAP,60500,Pillanlelbún (desv.),11:35,
TRANSAP,60502,Pillanlelbún (desv.),1:55,
TRANSAP,50083,Lautaro,11:57,
TRANSAP,60500,Lautaro,12:55,
TRANSAP,60501,Lautaro,2:17,
TRANSAP,60502,Lautaro,2:40,
TRANSAP,60500,Perquenco,13:19,
TRANSAP,60502,Perquenco,3:04,
TRANSAP,60500,Púa,13:37,
TRANSAP,60502,Púa,3:22,
TRANSAP,50083,VICTORIA,13:57,
TRANSAP,60500,VICTORIA,16:10,
TRANSAP,60501,VICTORIA,3:42,
TRANSAP,60502,VICTORIA,4:45,
TRANSAP,60500,Inspector Fernández,16:20,
TRANSAP,60502,Inspector Fernández,4:55,
TRANSAP,60500,Ercilla,16:54,
TRANSAP,60502,Ercilla,5:29,
TRANSAP,60500,Collipulli,17:21,
TRANSAP,60502,Collipulli,5:56,
TRANSAP,50083,Mininco,17:55,
TRANSAP,60500,Mininco,18:25,
TRANSAP,60502,Mininco,6:30,
TRANSAP,60500,Renaico,19:00,
TRANSAP,60502,Renaico,7:05,
TRANSAP,60500,COIGÜE,19:24,
TRANSAP,60502,COIGÜE,7:29,
TRANSAP,60500,Santa,19:45,
TRANSAP,60502,Santa,7:50,
TRANSAP,60500,Diuquín,20:12,
TRANSAP,60502,Diuquín,8:17,
TRANSAP,50083,LAJA,20:31,
TRANSAP,60501,LAJA,8:36,
TRANSAP,60511,LAJA,22:00,
TRANSAP,60513,LAJA,9:45,
TRANSAP,60511,SAN ROSENDO,22:08,
TRANSAP,60502,SAN ROSENDO,9:53,
TRANSAP,60513,SAN ROSENDO,10:15,
TRANSAP,60511,Buenuraqui,22:25,
TRANSAP,60513,Buenuraqui,10:32,
TRANSAP,60500,Gomero,22:37,
TRANSAP,60511,Gomero,22:45,
TRANSAP,60513,Gomero,10:44,
TRANSAP,60500,Talcamávida,22:58,
TRANSAP,60511,Talcamávida,23:16,
TRANSAP,60513,Talcamávida,10:57,
TRANSAP,60511,Unihue,23:26,
TRANSAP,60502,Unihue,11:07,
TRANSAP,60513,Unihue,11:25,
TRANSAP,60500,Quilacoya,23:38,
TRANSAP,60511,Quilacoya,23:51,
TRANSAP,60513,Quilacoya,11:37,
TRANSAP,60511,Hualqui,0:06,
TRANSAP,60502,Hualqui,11:52,
TRANSAP,60513,Hualqui,12:01,
TRANSAP,60511,Leonera,0:17,
TRANSAP,60513,Leonera,12:12,
TRANSAP,60511,Chiguayante,0:22,
TRANSAP,60513,Chiguayante,12:17,
TRANSAP,60511,CONCEPCIÓN,0:36,
TRANSAP,60513,CONCEPCIÓN,12:31,
TRANSAP,60511,Biobío,0:48,
TRANSAP,60513,Biobío,12:43,
TRANSAP,60511,Boca Sur,0:53,
TRANSAP,60513,Boca Sur,12:48,
TRANSAP,60511,Lomas Coloradas,0:58,
TRANSAP,60513,Lomas Coloradas,12:53,
TRANSAP,60511,Escuadrón,1:07,
TRANSAP,60513,Escuadrón,13:02,
TRANSAP,60511,Lagunillas,1:13,
TRANSAP,60513,Lagunillas,13:08,
TRANSAP,60511,CORONEL,1:19,
TRANSAP,60513,CORONEL,13:14,
TRANSAP,60500,Patio Sur,1:29,
TRANSAP,60511,Patio Sur,2:00,
TRANSAP,60502,Patio Sur,13:24,
TRANSAP,60513,Patio Sur,13:40,
TRANSAP,60511,Lota,2:20,
TRANSAP,60513,Lota,14:00,
TRANSAP,60500,Chivilingo,2:52,
TRANSAP,60511,Chivilingo,3:40,
TRANSAP,60502,Chivilingo,14:32,
TRANSAP,60513,Chivilingo,15:00,
TRANSAP,60511,Laraquete,3:46,
TRANSAP,60513,Laraquete,15:06,
TRANSAP,60500,HORCONES,4:08,
TRANSAP,60502,HORCONES,15:28,
TRANSAP,60520,LAJA,21:25,
TRANSAP,60522,LAJA,9:50,
TRANSAP,60520,SAN ROSENDO,21:33,
TRANSAP,60522,SAN ROSENDO,9:58,
TRANSAP,60520,Turquía,21:48,
TRANSAP,60522,Turquía,10:13,
TRANSAP,60520,Yumbel,22:11,
TRANSAP,60522,Yumbel,10:36,
TRANSAP,60520,Monte Águila,22:32,
TRANSAP,60522,Monte Águila,10:57,
TRANSAP,60520,Cabrero,22:45,
TRANSAP,60502,Cabrero,11:10,
TRANSAP,60522,Cabrero,11:55,
TRANSAP,60500,General Cruz,23:06,
TRANSAP,60520,General Cruz,23:30,
TRANSAP,60502,General Cruz,12:16,
TRANSAP,60522,General Cruz,12:40,
TRANSAP,60520,Bulnes,0:08,
TRANSAP,60522,Bulnes,13:18,
TRANSAP,60500,RUCAPEQUÉN,0:26,
TRANSAP,60520,RUCAPEQUÉN,1:15,
TRANSAP,60502,RUCAPEQUÉN,13:36,
TRANSAP,60522,RUCAPEQUÉN,15:00,
TRANSAP,60500,NUEVA ALDEA,2:29,
TRANSAP,60502,NUEVA ALDEA,16:14,
TRANSAP,60501,LAJA,15:40,
TRANSAP,60503,LAJA,3:55,
TRANSAP,60501,Diuquín,15:58,
TRANSAP,60503,Diuquín,4:13,
TRANSAP,60501,Santa,16:23,
TRANSAP,60503,Santa,4:38,
TRANSAP,60501,COIGÜE,16:44,
TRANSAP,60503,COIGÜE,4:59,
TRANSAP,50056,Renaico,17:06,
TRANSAP,60501,Renaico,17:44,
TRANSAP,60503,Renaico,5:21,
TRANSAP,50056,Mininco,18:17,
TRANSAP,60501,Mininco,18:21,
TRANSAP,50084,Mininco,5:54,
TRANSAP,60503,Mininco,6:40,
TRANSAP,60501,Collipulli,18:54,
TRANSAP,60503,Collipulli,7:13,
TRANSAP,60501,Ercilla,19:19,
TRANSAP,60503,Ercilla,7:38,
TRANSAP,60501,Inspector Fernández,19:51,
TRANSAP,60503,Inspector Fernández,8:10,
TRANSAP,60501,VICTORIA,20:01,
TRANSAP,50084,VICTORIA,8:20,
TRANSAP,60503,VICTORIA,8:25,
TRANSAP,50056,Púa,20:21,
TRANSAP,60501,Púa,20:33,
TRANSAP,60503,Púa,8:45,
TRANSAP,60501,Perquenco,20:51,
TRANSAP,60503,Perquenco,9:03,
TRANSAP,50056,Lautaro,21:15,
TRANSAP,60501,Lautaro,21:23,
TRANSAP,50084,Lautaro,9:27,
TRANSAP,60503,Lautaro,9:56,
TRANSAP,60501,Pillanlelbún (desv.),21:45,
TRANSAP,60503,Pillanlelbún (desv.),10:18,
TRANSAP,60501,Cajón,21:57,
TRANSAP,60503,Cajón,10:30,
TRANSAP,50056,TEMUCO,22:13,
TRANSAP,60501,TEMUCO,22:18,
TRANSAP,50084,TEMUCO,10:46,
TRANSAP,60503,TEMUCO,11:08,
TRANSAP,50056,Metrenco,22:42,
TRANSAP,60501,Metrenco,23:05,
TRANSAP,60503,Metrenco,11:32,
TRANSAP,60501,Quepe,23:13,
TRANSAP,60503,Quepe,11:40,
TRANSAP,60501,Freire,23:29,
TRANSAP,50084,Freire,11:56,
TRANSAP,60503,Freire,12:20,
TRANSAP,60501,Pitrufquén,23:37,
TRANSAP,60503,Pitrufquén,12:28,
TRANSAP,60501,Gorbea,23:59,
TRANSAP,60503,Gorbea,12:50,
TRANSAP,60501,Lastarria,0:24,
TRANSAP,60503,Lastarria,13:15,
TRANSAP,60501,Loncoche,0:58,
TRANSAP,60503,Loncoche,13:49,
TRANSAP,60501,Lanco,1:23,
TRANSAP,60503,Lanco,14:14,
TRANSAP,50056,Aserr. Arauco (desv.),1:44,
TRANSAP,50084,Aserr. Arauco (desv.),14:35,
TRANSAP,50056,(8)Sábado cruza Lautaro con sale,9:40,
TRANSAP,60510,HORCONES,9:00,
TRANSAP,60512,HORCONES,20:50,
TRANSAP,60510,Laraquete,9:22,
TRANSAP,60512,Laraquete,21:12,
TRANSAP,60510,Chivilingo,9:28,
TRANSAP,60512,Chivilingo,21:18,
TRANSAP,60510,Lota,10:00,
TRANSAP,60512,Lota,21:50,
TRANSAP,60510,Patio Sur,10:20,
TRANSAP,60512,Patio Sur,22:10,
TRANSAP,60510,CORONEL,10:30,
TRANSAP,60512,CORONEL,22:20,
TRANSAP,60510,Lagunillas,10:36,
TRANSAP,60512,Lagunillas,22:26,
TRANSAP,60510,Escuadrón,10:42,
TRANSAP,60512,Escuadrón,22:32,
TRANSAP,60510,Lomas Coloradas,10:51,
TRANSAP,60512,Lomas Coloradas,22:41,
TRANSAP,60510,Boca Sur,10:56,
TRANSAP,60512,Boca Sur,22:46,
TRANSAP,60510,Biobío,11:01,
TRANSAP,60512,Biobío,22:51,
TRANSAP,60501,CONCEPCIÓN,11:13,
TRANSAP,60510,CONCEPCIÓN,11:30,
TRANSAP,60512,CONCEPCIÓN,23:03,
TRANSAP,60510,Chiguayante,11:44,
TRANSAP,60512,Chiguayante,23:17,
TRANSAP,60510,Leonera,11:49,
TRANSAP,60503,Leonera,23:22,
TRANSAP,60512,Leonera,23:25,
TRANSAP,60501,Hualqui,12:00,
TRANSAP,60510,Hualqui,12:17,
TRANSAP,60512,Hualqui,23:36,
TRANSAP,60510,Quilacoya,12:32,
TRANSAP,60512,Quilacoya,23:51,
TRANSAP,60510,Unihue,12:44,
TRANSAP,60512,Unihue,0:03,
TRANSAP,60501,Talcamávida,12:54,
TRANSAP,60510,Talcamávida,13:05,
TRANSAP,60512,Talcamávida,0:13,
TRANSAP,60510,Gomero,13:17,
TRANSAP,60512,Gomero,0:25,
TRANSAP,60510,Buenuraqui,13:28,
TRANSAP,60512,Buenuraqui,0:36,
TRANSAP,60510,SAN ROSENDO,13:45,
TRANSAP,60512,SAN ROSENDO,0:53,
TRANSAP,60501,LAJA,13:55,
TRANSAP,60503,LAJA,1:03,
TRANSAP,60521,NUEVA ALDEA,9:40,
TRANSAP,60523,NUEVA ALDEA,21:30,
TRANSAP,60501,RUCAPEQUÉN,10:53,
TRANSAP,60521,RUCAPEQUÉN,11:35,
TRANSAP,60503,RUCAPEQUÉN,22:43,
TRANSAP,60523,RUCAPEQUÉN,23:40,
TRANSAP,60521,Bulnes,11:50,
TRANSAP,60503,Bulnes,23:55,
TRANSAP,60523,Bulnes,0:20,
TRANSAP,60521,General Cruz,12:26,
TRANSAP,60523,General Cruz,0:56,
TRANSAP,60521,Cabrero,12:46,
TRANSAP,60523,Cabrero,1:16,
TRANSAP,60521,Monte Águila,12:58,
TRANSAP,60523,Monte Águila,1:28,
TRANSAP,60521,Yumbel,13:17,
TRANSAP,60523,Yumbel,1:47,
TRANSAP,60521,Turquía,13:39,
TRANSAP,60523,Turquía,2:09,
TRANSAP,60521,SAN ROSENDO,13:53,
TRANSAP,60523,SAN ROSENDO,2:23,
TRANSAP,60501,LAJA,14:01,
TRANSAP,60503,LAJA,2:31,
TRANSAP,60501,(10)Sábado cruza Rucapequén con sale,0:15,
